  0.1000000E-05  0.1834296E+00  0.4988351E-03  0.1704553E+00
  0.1010000E-03  0.4652483E+02  0.1016837E+03  0.4648019E+02
  0.2010000E-03  0.7003804E+02  0.9931756E+02  0.6780810E+02
  0.3010000E-03  0.4962516E+02  0.1001278E+03  0.4701864E+02
  0.4010000E-03  0.3759844E+02  0.1003435E+03  0.3592707E+02
  0.5010000E-03  0.5594816E+02  0.9929573E+02  0.5049759E+02
  0.6010000E-03  0.6993128E+02  0.9929240E+02  0.6670088E+02
  0.7010000E-03  0.5844266E+02  0.9944992E+02  0.5860553E+02
  0.8010000E-03  0.5690813E+02  0.9969919E+02  0.5369954E+02
  0.9010000E-03  0.7294406E+02  0.9962366E+02  0.6617771E+02
  0.1001000E-02  0.7656165E+02  0.1001710E+03  0.7542586E+02
  0.1101000E-02  0.7188788E+02  0.1013292E+03  0.6715137E+02
  0.1201000E-02  0.6500195E+02  0.1016702E+03  0.6323956E+02
  0.1301000E-02  0.7710123E+02  0.1015730E+03  0.7393944E+02
  0.1401000E-02  0.8300088E+02  0.1014145E+03  0.7712625E+02
  0.1501000E-02  0.7790147E+02  0.1007226E+03  0.7430768E+02
  0.1601000E-02  0.7572070E+02  0.1008662E+03  0.6843098E+02
  0.1701000E-02  0.8002292E+02  0.1005976E+03  0.7772578E+02
  0.1801000E-02  0.8656011E+02  0.9966854E+02  0.8138906E+02
  0.1901000E-02  0.7967727E+02  0.9951689E+02  0.8257415E+02
  0.2001000E-02  0.7917837E+02  0.9934732E+02  0.7523504E+02
  0.2101000E-02  0.8262914E+02  0.9921800E+02  0.8309820E+02
  0.2201000E-02  0.8855014E+02  0.9985850E+02  0.8138191E+02
  0.2301000E-02  0.8421596E+02  0.9937952E+02  0.8425887E+02
  0.2401000E-02  0.8134116E+02  0.1000306E+03  0.7679155E+02
  0.2501000E-02  0.8811390E+02  0.1005690E+03  0.8579407E+02
  0.2601000E-02  0.8944083E+02  0.9998109E+02  0.8518659E+02
  0.2701000E-02  0.8267262E+02  0.1000771E+03  0.8108811E+02
  0.2801000E-02  0.8392566E+02  0.1003017E+03  0.8109481E+02
  0.2901000E-02  0.8588402E+02  0.9903024E+02  0.8632623E+02
  0.3001000E-02  0.8738427E+02  0.9896857E+02  0.8512762E+02
  0.3101000E-02  0.8057974E+02  0.9904568E+02  0.8233169E+02
  0.3201000E-02  0.8136346E+02  0.9896718E+02  0.8194846E+02
  0.3301000E-02  0.8865611E+02  0.9886389E+02  0.8474374E+02
  0.3401000E-02  0.8715447E+02  0.9923436E+02  0.8727682E+02
  0.3501000E-02  0.8492809E+02  0.9984052E+02  0.8368507E+02
  0.3601000E-02  0.8206142E+02  0.1003945E+03  0.8236702E+02
  0.3701000E-02  0.8563974E+02  0.1008768E+03  0.8540446E+02
  0.3801000E-02  0.8648733E+02  0.9993832E+02  0.8844260E+02
  0.3901000E-02  0.8749192E+02  0.9988981E+02  0.8578018E+02
  0.4001000E-02  0.8692613E+02  0.9863606E+02  0.8394727E+02
  0.4101000E-02  0.8809747E+02  0.9788782E+02  0.8735572E+02
  0.4201000E-02  0.8493555E+02  0.9846264E+02  0.8665982E+02
  0.4301000E-02  0.8711649E+02  0.9797439E+02  0.8325020E+02
  0.4401000E-02  0.8576465E+02  0.9856647E+02  0.8167527E+02
  0.4501000E-02  0.8515432E+02  0.9886815E+02  0.8599256E+02
  0.4601000E-02  0.8873753E+02  0.9902904E+02  0.8709550E+02
  0.4701000E-02  0.8461281E+02  0.9911035E+02  0.8919716E+02
  0.4801000E-02  0.8783231E+02  0.9943617E+02  0.8808985E+02
  0.4901000E-02  0.8441369E+02  0.9907097E+02  0.9059968E+02
  0.5001000E-02  0.8780809E+02  0.9927529E+02  0.8706701E+02
  0.5101000E-02  0.8664798E+02  0.9764155E+02  0.8689894E+02
  0.5201000E-02  0.8788363E+02  0.9474436E+02  0.8959878E+02
  0.5301000E-02  0.8683079E+02  0.9454660E+02  0.8762245E+02
  0.5401000E-02  0.8916719E+02  0.9295866E+02  0.9007240E+02
  0.5501000E-02  0.9096601E+02  0.9217731E+02  0.9092130E+02
  0.5601000E-02  0.8745020E+02  0.9019561E+02  0.8266397E+02
  0.5701000E-02  0.8901285E+02  0.8882529E+02  0.8899041E+02
  0.5801000E-02  0.8827383E+02  0.9021889E+02  0.8814250E+02
  0.5901000E-02  0.8745670E+02  0.8777864E+02  0.8778181E+02
  0.6001000E-02  0.8928984E+02  0.8792540E+02  0.8812299E+02
  0.6101000E-02  0.9192500E+02  0.8688278E+02  0.8779385E+02
  0.6201000E-02  0.9270567E+02  0.8538910E+02  0.8980145E+02
  0.6301000E-02  0.9304522E+02  0.8447215E+02  0.9250292E+02
  0.6401000E-02  0.9234018E+02  0.8614266E+02  0.9408955E+02
  0.6501000E-02  0.9565233E+02  0.8648710E+02  0.9219802E+02
